DataId,Name,Category,Alias,Hidden
395b7646-f958-4a8b-a98e-8fbe1ebbb1cf,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0001_0000,0
3dadb217-f6b3-42f0-aea3-4ec0e90ede21,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0001_0000,0
569658ec-b096-44ad-8eca-f1de673eed32,Shooting Exercise,DAILY,DAILY/ELIM/B001/daily_elim_b001_0002_0000,0
61087f0f-ed93-47db-9a97-3269d487205a,Shooting Exercise,DAILY,DAILY/ELIM/B002/daily_elim_b002_0002_0000,0
81cffee6-abdc-4b6c-a062-59d8ff02ce98,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0002_0000,0
300ab956-b180-48f0-8764-ed663a0e8f1a,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0002_0000,0
50a639e7-373f-42c7-8061-43814af3bc8d,Shooting Exercise,DAILY,DAILY/ELIM/B002/daily_elim_b002_0003_0000,0
97391715-c766-474b-897b-cf68cf9568d4,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0003_0000,0
b37f8d0b-154c-4e7d-931c-4bb1efd815f4,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0003_0000,0
946ede72-77ea-4957-8cab-6380979bdda8,Shooting Exercise,DAILY,DAILY/ELIM/B002/daily_elim_b002_0004_0000,0
9d3022b2-a294-4f1c-80bc-bfe0f80434ee,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0004_0000,0
25587934-e97b-4f8a-9316-4f12c22ed947,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0004_0000,0
0d84ce8e-e308-45ad-9d5c-4584887d216e,Shooting Exercise,DAILY,DAILY/ELIM/B002/daily_elim_b002_0005_0000,0
86e6d9da-08eb-4743-b066-555e61055bf0,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0005_0000,0
1c6c08cf-542c-4710-a80e-6d4d336f101b,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0005_0000,0
d0763424-c5a5-42be-a23c-e4e0a38bc62f,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0006_0000,0
45eaf5d5-2b2a-4b70-b2c7-717d6c6d1faf,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0006_0000,0
02d5639b-fb92-4d2e-98e0-2943e14c84d5,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0007_0000,0
e27ab94d-0ec6-4a95-a6cd-31dbd27d0123,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0007_0000,0
e2b38799-3f74-40b9-855e-76095d846407,Shooting Exercise,DAILY,DAILY/ELIM/B002/daily_elim_b002_0008_0000,0
e9f44fa9-16dc-422c-af18-20f65729430f,Shooting Exercise,DAILY,DAILY/ELIM/B003/daily_elim_b003_0008_0000,0
fb161ce6-7a69-4e48-99f6-51672f3920a1,Shooting Exercise,DAILY,DAILY/ELIM/B004/daily_elim_b004_0008_0000,0
dd6306f6-3469-42bf-b933-f870ce150126,Grinding Time,DAILY,DAILY/CUT/B001/daily_cut_b001_0001_0000,0
07977ea4-d121-458a-ab66-1b89e9a10be2,Grinding Time,DAILY,DAILY/CUT/B002/daily_cut_b002_0001_0000,0
9131e650-0941-405c-955f-716710da9b06,Grinding Time,DAILY,DAILY/CUT/B003/daily_cut_b003_0001_0000,0
e03bfc11-4514-4c26-9dc4-81290e332403,Grinding Time,DAILY,DAILY/CUT/B004/daily_cut_b004_0002_0000,0
8a28f359-d2fb-4b62-960c-9ed480b9d73c,Grinding Time,DAILY,DAILY/CUT/B004/daily_cut_b004_0003_0000,0
9af97d50-d417-4cf7-9227-aee040d7928b,Supplies Needed,DAILY,DAILY/DELIV/B001/daily_deliv_b001_0001_0000,0
3377c3d9-5185-434a-9ae8-90ee824ae2db,Supplies Needed,DAILY,DAILY/DELIV/B002/daily_deliv_b002_0001_0000,0
c44d2ebd-4be1-415f-ba23-da5c0a3c7044,Supplies Needed,DAILY,DAILY/DELIV/B003/daily_deliv_b003_0001_0000,0
0ae333f2-8506-4efc-9000-8dbd2f2f3e7f,Supplies Needed,DAILY,DAILY/DELIV/B004/daily_deliv_b004_0001_0000,0
0d2528e1-cd5b-487b-97dc-ee381a8d3558,Supplies Needed,DAILY,DAILY/DELIV/B003/daily_deliv_b003_0002_0000,0
0598a2e0-8580-4944-94ac-6bb3aa4d38ef,Supplies Needed,DAILY,DAILY/DELIV/B004/daily_deliv_b004_0002_0000,0
a8faf4c1-0f3d-43cd-9fd0-633455c8aaf2,Survival of the FITtest,DAILY,DAILY/EXTR/B002/daily_extr_b002_0001_0000,0
d2fb25f6-fbf1-487d-b706-6088d4e11286,Survival of the FITtest,DAILY,DAILY/EXTR/B003/daily_extr_b003_0001_0000,0
e7ead8a1-a354-4a7e-826e-f68a51232814,Survival of the FITtest,DAILY,DAILY/EXTR/B004/daily_extr_b004_0001_0000,0
a2860759-7114-4445-b918-f06191c08640,Survival of the FITtest,DAILY,DAILY/EXTR/B002/daily_extr_b002_0003_0000,0
c803a1e4-0ffc-4fe1-97e3-59e1e7c0f933,Survival of the FITtest,DAILY,DAILY/EXTR/B002/daily_extr_b002_0004_0000,0
98dd71bf-1358-4c9b-92c1-9a7ffa474a13,Survival of the FITtest,DAILY,DAILY/EXTR/B001/daily_extr_b001_0002_0000,0
e94c9bb9-62aa-44b3-ad61-916c4902a6cc,Survival of the FITtest,DAILY,DAILY/EXTR/B002/daily_extr_b002_0002_0000,0
76daafed-25f0-4fb2-a387-898a996963b7,Survival of the FITtest,DAILY,DAILY/EXTR/B001/daily_extr_b001_0005_0000,0
f6a73188-61c9-4f07-bb18-7cb77c1ded82,Survival of the FITtest,DAILY,DAILY/EXTR/B002/daily_extr_b002_0005_0000,0
fa6a0c28-7289-4288-b418-0aed254db08f,Survival of the FITtest,DAILY,DAILY/EXTR/B001/daily_extr_b001_0006_0000,0
b37491a1-c268-45de-bba3-d6d08442512b,Survival of the FITtest,DAILY,DAILY/EXTR/B002/daily_extr_b002_0006_0000,0
cd420004-1fa2-4d98-abf7-2b66523ba5e0,Put These Hands to Good Use,DAILY,DAILY/INT/B001/daily_int_b001_0001_0000,0
cc4ea6f0-ec6d-41f6-ab89-2e511a35af6b,Put These Hands to Good Use,DAILY,DAILY/INT/B002/daily_int_b002_0001_0000,0
1fcb7778-8f76-4aff-b096-3f73b87b2e8d,Put These Hands to Good Use,DAILY,DAILY/INT/B003/daily_int_b003_0001_0000,0
f8a573ae-7a40-40db-9e2f-86ca00ff016a,Rich Peach,DAILY,DAILY/EARN/B001/daily_earn_b001_0001_0000,0
e8269c48-6dc4-46fb-903b-daf071840c51,Rich Peach,DAILY,DAILY/EARN/B002/daily_earn_b002_0001_0000,0
aa39d385-51d8-41bf-a7c8-7911a6e28782,Rich Peach,DAILY,DAILY/EARN/B003/daily_earn_b003_0001_0000,0
e50c5a00-16ca-4503-bd2a-da5a3d7db548,Rich Peach,DAILY,DAILY/EARN/B004/daily_earn_b004_0001_0000,0
13d76054-9bdb-417d-9f6e-62c90fa36606,Put These Hands to Good Use,DAILY,DAILY/INT/B001/daily_int_b001_0002_0000,0
2c39837c-603b-4272-aced-86cb543879cb,Put These Hands to Good Use,DAILY,DAILY/INT/B002/daily_int_b002_0002_0000,0
36831f95-411a-48da-8f04-f7f0be4853a0,Put These Hands to Good Use,DAILY,DAILY/INT/B003/daily_int_b003_0002_0000,0
da10882f-6f7a-4c23-9b41-8e75353398d0,Put These Hands to Good Use,DAILY,DAILY/INT/B004/daily_int_b004_0002_0000,0
d83d404e-ea56-47b2-855b-d428ed64d4b0,Put These Hands to Good Use,DAILY,DAILY/INT/B001/daily_int_b001_0003_0000,0
c76d4690-1236-41ab-9df9-1588d7b755e4,Put These Hands to Good Use,DAILY,DAILY/INT/B002/daily_int_b002_0003_0000,0
6d90ce4f-037c-4947-941b-648c5df741eb,Put These Hands to Good Use,DAILY,DAILY/INT/B003/daily_int_b003_0003_0000,0
7d14f4b4-b6e7-448a-9d49-5924cdec1890,Put These Hands to Good Use,DAILY,DAILY/INT/B004/daily_int_b004_0003_0000,0
a9526245-0b4b-46e1-a592-e4f7357ae5be,Put These Hands to Good Use,DAILY,DAILY/INT/B001/daily_int_b001_0004_0000,0
ad08c943-1c87-4150-a2e6-7df5643b07ce,Put These Hands to Good Use,DAILY,DAILY/INT/B002/daily_int_b002_0004_0000,0
4d977e7c-4a6a-4169-b7b3-bfc06e9ae596,Put These Hands to Good Use,DAILY,DAILY/INT/B003/daily_int_b003_0004_0000,0
b2b3887e-e8b8-48fe-81bf-b239330b7d7c,Put These Hands to Good Use,DAILY,DAILY/INT/B001/daily_int_b001_0005_0000,0
ac8ddedf-82c1-4dfc-ba94-7dd97a67b7a1,Put These Hands to Good Use,DAILY,DAILY/INT/B002/daily_int_b002_0005_0000,0
b6c4bd07-973c-4f36-bdff-a19c3ae86374,Put These Hands to Good Use,DAILY,DAILY/INT/B003/daily_int_b003_0005_0000,0
27b85f30-700f-4fe7-8114-a8f44744287c,Hey!,MISSIONS,MISSIONS/EVER/B000/M0002 - DIRTY BUSINESS/mission_ever_b000_0002_0000,0
b9338918-63df-491a-917d-0a2fd0527638,Dirty Business: Part 1,MISSIONS,MISSIONS/EVER/B002/M0002 - DIRTY BUSINESS/mission_ever_b002_0002_0000,0
63a74a6a-2251-44ad-bfa8-e277ecab20ba,Dirty Business: Part 2,MISSIONS,MISSIONS/EVER/B002/M0002 - DIRTY BUSINESS/mission_ever_b002_0002_0020,0
1b8ee798-45f1-4e06-9b91-91a3c6c51f34,Dirty Business: Part 3,MISSIONS,MISSIONS/EVER/B002/M0002 - DIRTY BUSINESS/mission_ever_b002_0002_0040,0
2bf5f986-2228-41de-8b94-3778b7e3cfe8,Shadows of Port: Part 1,MISSIONS,MISSIONS/EVER/B003/M0001 - SHADOWS OF PORT/mission_ever_b003_0001_0000,0
44b84a1d-a39d-4418-8281-563541d0b732,Shadows of Port: Part 2,MISSIONS,MISSIONS/EVER/B003/M0001 - SHADOWS OF PORT/mission_ever_b003_0001_0020,0
8e774b7a-81df-4cc5-8790-a03c266b9e17,Shadows of Port: Part 3,MISSIONS,MISSIONS/EVER/B003/M0001 - SHADOWS OF PORT/mission_ever_b003_0001_0040,0
1774c157-8cfd-4906-bfa2-6917da1ae477,Shadows of Port: Part 4,MISSIONS,MISSIONS/EVER/B003/M0001 - SHADOWS OF PORT/mission_ever_b003_0001_0060,0
9a8b9a8a-0e11-48fd-924e-65fa4a1bf9e6,Aim at: Glowing cube,_OBSOLETE,_OBSOLETE/Backup_Tutorial,1
e9066830-f3bf-47b1-a145-cb244cf2220e,ABCs: Restore Connection,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0001_ABCS/mission_basic_b001_0001_0000,0
bc757456-2d48-41cd-bdd4-4b7dcabbce97,Home Sweet Home: Ammo Workbench v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AMMO CRAFTER/mission_basic_b001_0005_0060,0
17279bcf-7d6c-4169-b097-c4064c85818a,Home Sweet Home: Aid crafting table v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AID CRAFTER/mission_basic_b001_0005_0080,0
3f23248f-9b0e-4536-8a95-c6edf7bc7809,Home Sweet Home: Weapon Workbench v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/WEAPON TUNER/mission_basic_b001_0005_0100,0
ecb1d4b3-70b4-4219-872f-549c2fc0dc77,Home Sweet Home: Power Generator v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/POWER GENERATOR/mission_basic_b001_0005_0120,0
1d496222-efef-440e-bda6-520c1351ff6c,Home Sweet Home: Items Crafter v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ITEMS CRAFTER/mission_basic_b001_0005_0140,0
cfb1690e-68c8-4ccb-a4fe-0ae415a75929,Home Sweet Home: Laboratory v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/LABORATORY/mission_basic_b001_0005_0160,0
c831b7c0-059a-42f5-bd51-46fbc73380d0,Home Sweet Home: 3D Printer v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/3D PRINTER/mission_basic_b001_0005_0180,0
ad4a843c-4600-49e4-b76a-f2eea0f396a6,Home Sweet Home: Solar Array v.1,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/SOLAR ARRAY/mission_basic_b001_0005_0200,0
254a8d0a-1e91-4e47-859c-1df3185949f8,Home Sweet Home: Body Tuner v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/BODY TUNER/mission_basic_b001_0005_0221,0
ba8d5287-8e96-4e36-a96a-e52ca2876cdf,Home Sweet Home: Body Tuner v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/BODY TUNER/mission_basic_b001_0005_0222,0
d60be18d-0318-4939-9070-d9eb8ed401e6,Home Sweet Home: Body Crafter v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/BODYCRAFTER/mission_basic_b001_0005_0001,0
8876df08-cbb0-444e-b320-226f1d81e256,Home Sweet Home: Body Crafter v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/BODYCRAFTER/mission_basic_b001_0005_0002,0
972018cf-f617-43f5-b7f6-443902e91ad8,Home Sweet Home: Recycler v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/RECYCLER/mission_basic_b001_0005_0041,0
e63c287f-f520-40cc-878b-ecbbeed87e17,Home Sweet Home: Recycler v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/RECYCLER/mission_basic_b001_0005_0042,0
3e98ebca-ec17-45ac-bd9c-cd3bfbc2a7e7,Home Sweet Home: Armor and textile workbench v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ARMOR CRAFTER/mission_basic_b001_0005_0021,0
d766954e-f197-4d62-b091-d1dab2e5e933,Home Sweet Home: Armor and textile workbench v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ARMOR CRAFTER/mission_basic_b001_0005_0022,0
9fe665d6-34e0-4a94-8938-9771c65cf73b,Home Sweet Home: Armor and textile workbench v.4,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ARMOR CRAFTER/mission_basic_b001_0005_0023,0
2b1edfe7-45fb-4012-8ac4-fa79cdec445e,Home Sweet Home: Armor and textile workbench v.5,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ARMOR CRAFTER/mission_basic_b001_0005_0024,0
df10bca0-311b-4aec-a857-672e29d9bdc4,Home Sweet Home: Ammo Workbench v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AMMO CRAFTER/mission_basic_b001_0005_0061,0
513e058b-735b-4f99-b136-72d412f06431,Home Sweet Home: Ammo Workbench v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AMMO CRAFTER/mission_basic_b001_0005_0062,0
04e1170e-0055-4748-955d-4c4dd9d366fd,Home Sweet Home: Ammo Workbench v.4,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AMMO CRAFTER/mission_basic_b001_0005_0063,0
b967bee7-5b54-4745-a8d0-123b25179cbb,Home Sweet Home: Ammo Workbench v.5,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AMMO CRAFTER/mission_basic_b001_0005_0064,0
53c349f8-f11c-40d4-ab4a-e0d798c30699,Home Sweet Home: Aid crafting table v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AID CRAFTER/mission_basic_b001_0005_0081,0
b6fab830-3bcd-4f89-a49b-9eb2ef59678e,Home Sweet Home: Aid crafting table v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AID CRAFTER/mission_basic_b001_0005_0082,0
982359de-d4de-4a9e-b47d-bc064df14ac4,Home Sweet Home: Aid crafting table v.4,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AID CRAFTER/mission_basic_b001_0005_0083,0
a1a3e1c6-cdb0-41ac-87c2-63ededfd952d,Home Sweet Home: Aid crafting table v.5,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/AID CRAFTER/mission_basic_b001_0005_0084,0
f10dad1f-5410-45be-b0d8-ae435a7b6455,Home Sweet Home: Power Generator v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/POWER GENERATOR/mission_basic_b001_0005_0121,0
ee4d1b6b-b7bd-420a-816c-eb81ea9d9f21,Home Sweet Home: Power Generator v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/POWER GENERATOR/mission_basic_b001_0005_0122,0
480d1b31-34d3-4120-8d0b-6286d5a7a4e9,Home Sweet Home: Items Crafter v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ITEMS CRAFTER/mission_basic_b001_0005_0141,0
30c15485-9778-4117-85e4-985245c52ca1,Home Sweet Home: Items Crafter v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/ITEMS CRAFTER/mission_basic_b001_0005_0142,0
7f077088-4d65-4a3d-b8a6-1eb207589b26,Home Sweet Home: Laboratory v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/LABORATORY/mission_basic_b001_0005_0161,0
1786de07-af1d-43f3-975b-b402e32b2902,Home Sweet Home: Laboratory v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/LABORATORY/mission_basic_b001_0005_0162,0
6403b69d-70dd-40ff-b65a-8a7c9e5a46a9,Home Sweet Home: 3D Printer v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/3D PRINTER/mission_basic_b001_0005_0181,0
4b063684-d80f-4126-a612-6b347956ab46,Home Sweet Home: 3D Printer v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/3D PRINTER/mission_basic_b001_0005_0182,0
a9dd1764-9f1e-402a-9c47-a1e4e144743b,Home Sweet Home: Solar Array v.2,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/SOLAR ARRAY/mission_basic_b001_0005_0201,0
6e8a4e2c-86d0-4434-84a6-09cb02818d4e,Home Sweet Home: Solar Array v.3,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0005_HOME_SWEET_HOME/SOLAR ARRAY/mission_basic_b001_0005_0202,0
5c8cb0d7-d309-4dcd-b0ca-fa527a39671d,The Art of Craft,MISSIONS,MISSIONS/BASIC/B001 - COUNCIL OF THETA/M0008_THE ART OF CRAFT/mission_basic_b001_0008_0000,0
3c055d64-7fbb-4929-81f7-694642e8de8c,DISABLED mission ever b000 0003 0000,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - KEY MISSIONS ON NOTE PICKUP UNLOCK/DISABLED_mission_ever_b000_0003_0000,0
f2592e2a-47c2-448d-9851-3de1e3358cc5,mission ever b000 0003 0020,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - ITEM MISSIONS ON NOTE PICKUP UNLOCK/mission_ever_b000_0003_0020,0
26846ac3-6317-414a-9dd4-df9f9026e1a9,mission ever b000 0003 0040,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - ITEM MISSIONS ON NOTE PICKUP UNLOCK/mission_ever_b000_0003_0040,0
d03ce5ed-bc51-4f5e-8c2f-f9847687c1a8,mission ever b000 0003 0060,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - ITEM MISSIONS ON NOTE PICKUP UNLOCK/mission_ever_b000_0003_0060,0
b0d2cc34-c477-487c-a4f1-354791aee0ea,mission ever b000 0003 0080,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - ITEM MISSIONS ON NOTE PICKUP UNLOCK/mission_ever_b000_0003_0080,0
5de0c7f9-970d-4c07-80a5-ee517d892c7b,mission ever b000 0003 0100,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - ITEM MISSIONS ON NOTE PICKUP UNLOCK/mission_ever_b000_0003_0100,0
11acbae8-964d-4d73-9db3-bb0bf095c88b,mission ever b000 0003 0120,MISSIONS,MISSIONS/EVER/B000/M0003 - STEAM - ITEM MISSIONS ON NOTE PICKUP UNLOCK/mission_ever_b000_0003_0120,0
beb61efd-ea47-4992-b6d3-d360858a86b8,Fax Forwarding,MISSIONS,MISSIONS/EVER/B006/M0001 - STEAM - KEY HUNT MISSIONS/DISABLED_mission_ever_b006_0001_0000,0
d23578e3-5a51-4726-9b55-36ebd7847fa6,Diary of a toymaker. Page 1.,MISSIONS,MISSIONS/EVER/B006/M0001 - STEAM - ITEM HUNT MISSIONS/mission_ever_b006_0001_0020,0
9f241f3c-efe6-42e1-a8a9-cab0399c8276,Diary of a toymaker. Page 2.,MISSIONS,MISSIONS/EVER/B006/M0001 - STEAM - ITEM HUNT MISSIONS/mission_ever_b006_0001_0040,0
8883389a-47bd-4dff-98b9-93e3ea602961,Diary of a toymaker. Page 3.,MISSIONS,MISSIONS/EVER/B006/M0001 - STEAM - ITEM HUNT MISSIONS/mission_ever_b006_0001_0060,0
800211c9-1264-4da7-978c-b9b87cd7e86c,Diary of a toymaker. Page 4.,MISSIONS,MISSIONS/EVER/B006/M0001 - STEAM - ITEM HUNT MISSIONS/mission_ever_b006_0001_0080,0
3797b64b-3e63-42a2-84c6-8e9f9e743495,Diary of a toymaker. Page 5.,MISSIONS,MISSIONS/EVER/B006/M0001 - STEAM - ITEM HUNT MISSIONS/mission_ever_b006_0001_0100,0
b4ba612f-e4d8-45b0-89f3-bc3bcf4ba6f9,No Light,____STEAM DEMO,____STEAM DEMO/mission_demo_b001_0001_0000,0
096e32ec-18f1-4ece-aff2-dc380e218bfb,No Light,_OBSOLETE,_OBSOLETE/backup_mission_demo_b001_0001_0000,0
cee9db1d-7659-48b1-a034-b6f952ce4377,Reach the supply crates,_OBSOLETE,_OBSOLETE/Backup_2_Tutorial,1
2c06f031-a1f7-4ae6-b5c0-0bbb3c88d5d2,You need larger shelter to upgrade this module.,MISSIONS,MISSIONS/WAY_TO_TRUCK_STOP/shadow_mission_move_to_new_shelter_0000,0
09490ce3-972a-4f15-96cc-02dd2ae96db2,"TAKE ME HOME, COUNTLESS ROADS",MISSIONS,MISSIONS/WAY_TO_TRUCK_STOP/mission_fix_the_truck_0000,0
f3c0496d-1c7b-4662-b46d-d968c740c74a,Coming soon,BUILDING_CONDITION,BUILDING_CONDITION/mission_coming_soon,0
0f988205-f22a-4dd4-8a56-9652b9c89cb5,Your efforts have been noticed. Please accept this modest gift as a token of our deepest appreciation.,PLAYER_REWARDS,PLAYER_REWARDS/reward_01,0
848f94e6-74a6-446c-939b-4b45192c80a0,"Come on, you can’t live in that container forever. Maybe fix the truck and get yourself somewhere way more decent to stay. Your truck is OUTSIDE, remember that. Here’s a list of parts needed for the repair.",MISSIONS,MISSIONS/PEDLAR_UNLOCK/shadow_mission_first_meet_with_pedlar_0000,0
03b084aa-8dc6-4b4c-9d96-689e602359a8,Loot must flow,MISSIONS,MISSIONS/PEDLAR_UNLOCK/mission_private_investigator_0000,0
adca5600-7169-448a-bd43-f399d10efce8,Nice place you’ve got here. I might stay awhile. Oh - and I’ve got some goods for sale. Have a look.,MISSIONS,MISSIONS/PEDLAR_UNLOCK/shadow_mission_private_investigator_0010,1
af4712c5-2875-404b-87e2-892817903cb6,"You know, the new Frontier needs new cowboys. Keep it for yourself.",MISSIONS,MISSIONS/EVER/B002/M0002 - DIRTY BUSINESS/shadow_mission_ever_b002_0002_0050,1
f1dfd44e-b351-4992-982c-51e97d50d1c1,No worries! That's not a conventional death.,TUTORIAL AND GUIDE MESSAGES,TUTORIAL AND GUIDE MESSAGES/mission_after_death_0001,1
